gene	gene_cluster
ENSMUSG00000078598	1
ENSMUSG00000039577	4
ENSMUSG00000038650	6
ENSMUSG00000079104	1
ENSMUSG00000040752	7
ENSMUSG00000044276	2
ENSMUSG00000028329	9
ENSMUSG00000038375	6
ENSMUSG00000094860	2
ENSMUSG00000008489	5
ENSMUSG00000009596	0
ENSMUSG00000075567	9
ENSMUSG00000034484	14
ENSMUSG00000057411	13
ENSMUSG00000066057	4
ENSMUSG00000026433	4
ENSMUSG00000049908	4
ENSMUSG00000030854	5
ENSMUSG00000024286	6
ENSMUSG00000005628	0
ENSMUSG00000059375	10
ENSMUSG00000074796	5
ENSMUSG00000042428	5
ENSMUSG00000050555	4
ENSMUSG00000040017	12
ENSMUSG00000040612	5
ENSMUSG00000095325	4
ENSMUSG00000079355	4
ENSMUSG00000014351	2
ENSMUSG00000060950	9
ENSMUSG00000051036	10
ENSMUSG00000050394	9
ENSMUSG00000110336	2
ENSMUSG00000029426	6
ENSMUSG00000044034	2
ENSMUSG00000117554	2
ENSMUSG00000042401	4
ENSMUSG00000072258	1
ENSMUSG00000043384	5
ENSMUSG00000017830	4
ENSMUSG00000023026	8
ENSMUSG00000028549	9
ENSMUSG00000037977	4
ENSMUSG00000022439	14
ENSMUSG00000021506	3
ENSMUSG00000094810	7
ENSMUSG00000033712	11
ENSMUSG00000027510	11
ENSMUSG00000021583	8
ENSMUSG00000029784	2
ENSMUSG00000093804	3
ENSMUSG00000061653	1
ENSMUSG00000028542	13
ENSMUSG00000085197	10
ENSMUSG00000027670	3
ENSMUSG00000044948	4
ENSMUSG00000022064	1
ENSMUSG00000033634	12
ENSMUSG00000026849	1
ENSMUSG00000085891	10
ENSMUSG00000115139	2
ENSMUSG00000073916	2
ENSMUSG00000050158	3
ENSMUSG00000075229	4
ENSMUSG00000065563	2
ENSMUSG00000046840	9
ENSMUSG00000043065	1
ENSMUSG00000033107	4
ENSMUSG00000086918	3
ENSMUSG00000005892	9
ENSMUSG00000054890	10
ENSMUSG00000004317	0
ENSMUSG00000024215	4
ENSMUSG00000004100	11
ENSMUSG00000022533	8
ENSMUSG00000003190	4
ENSMUSG00000034839	4
ENSMUSG00000043948	3
ENSMUSG00000022711	0
ENSMUSG00000015522	8
ENSMUSG00000075062	3
ENSMUSG00000030889	9
ENSMUSG00000038859	0
ENSMUSG00000057069	14
ENSMUSG00000032504	6
ENSMUSG00000032402	11
ENSMUSG00000073764	3
ENSMUSG00000051527	5
ENSMUSG00000002010	6
ENSMUSG00000055733	5
ENSMUSG00000035183	4
ENSMUSG00000063354	0
ENSMUSG00000115482	2
ENSMUSG00000078779	9
ENSMUSG00000054510	3
ENSMUSG00000017176	1
ENSMUSG00000021210	12
ENSMUSG00000029828	3
ENSMUSG00000035686	7
ENSMUSG00000032249	6
ENSMUSG00000027374	11
ENSMUSG00000047562	4
ENSMUSG00000000732	14
ENSMUSG00000025066	6
ENSMUSG00000033543	0
ENSMUSG00000026097	13
ENSMUSG00000020482	11
ENSMUSG00000027803	6
ENSMUSG00000096696	4
ENSMUSG00000050071	13
ENSMUSG00000070609	4
ENSMUSG00000063549	3
ENSMUSG00000027502	11
ENSMUSG00000044186	2
ENSMUSG00000100175	2
ENSMUSG00000078905	10
ENSMUSG00000037415	11
ENSMUSG00000002985	7
ENSMUSG00000001036	0
ENSMUSG00000055371	11
ENSMUSG00000021775	6
ENSMUSG00000038717	7
ENSMUSG00000040254	0
ENSMUSG00000056268	8
ENSMUSG00000060675	6
ENSMUSG00000098008	10
ENSMUSG00000043155	3
ENSMUSG00000069294	4
ENSMUSG00000021263	1
ENSMUSG00000045709	3
ENSMUSG00000026245	11
ENSMUSG00000091531	3
ENSMUSG00000054909	10
ENSMUSG00000032307	0
ENSMUSG00000066239	2
ENSMUSG00000057037	12
ENSMUSG00000074886	14
ENSMUSG00000060177	3
ENSMUSG00000069814	4
ENSMUSG00000051827	9
ENSMUSG00000065470	2
ENSMUSG00000036908	14
ENSMUSG00000106002	2
ENSMUSG00000059842	9
ENSMUSG00000033735	0
ENSMUSG00000039307	0
ENSMUSG00000039717	5
ENSMUSG00000097623	3
ENSMUSG00000041479	9
ENSMUSG00000022594	5
ENSMUSG00000097440	9
ENSMUSG00000079414	3
ENSMUSG00000019054	6
ENSMUSG00000015176	11
ENSMUSG00000022257	6
ENSMUSG00000074991	9
ENSMUSG00000033007	4
ENSMUSG00000035378	4
ENSMUSG00000021298	1
ENSMUSG00000039046	8
ENSMUSG00000026727	14
ENSMUSG00000027661	3
ENSMUSG00000068888	9
ENSMUSG00000090714	10
ENSMUSG00000048285	0
ENSMUSG00000062162	10
ENSMUSG00000020664	6
ENSMUSG00000022844	13
ENSMUSG00000029524	9
ENSMUSG00000029804	6
ENSMUSG00000058806	4
ENSMUSG00000042662	4
ENSMUSG00000031722	7
ENSMUSG00000115320	2
ENSMUSG00000040040	4
ENSMUSG00000026401	10
ENSMUSG00000031443	4
ENSMUSG00000030859	10
ENSMUSG00000044024	5
ENSMUSG00000025597	1
ENSMUSG00000045867	9
ENSMUSG00000020659	13
ENSMUSG00000029686	6
ENSMUSG00000031392	14
ENSMUSG00000005057	13
ENSMUSG00000115529	3
ENSMUSG00000079741	1
ENSMUSG00000028212	13
ENSMUSG00000026207	0
ENSMUSG00000066512	3
ENSMUSG00000065434	10
ENSMUSG00000001082	4
ENSMUSG00000099419	3
ENSMUSG00000044897	2
ENSMUSG00000067860	9
ENSMUSG00000075327	13
ENSMUSG00000086494	10
ENSMUSG00000100899	3
ENSMUSG00000027345	2
ENSMUSG00000000365	1
ENSMUSG00000052681	6
ENSMUSG00000115845	2
ENSMUSG00000047731	6
ENSMUSG00000022761	6
ENSMUSG00000058441	5
ENSMUSG00000065443	2
ENSMUSG00000022855	8
ENSMUSG00000052533	11
ENSMUSG00000070867	0
ENSMUSG00000058981	3
ENSMUSG00000022634	5
ENSMUSG00000021255	0
ENSMUSG00000027869	4
ENSMUSG00000089706	4
ENSMUSG00000092813	2
ENSMUSG00000023932	8
ENSMUSG00000051669	13
ENSMUSG00000043681	1
ENSMUSG00000105167	3
ENSMUSG00000054266	1
ENSMUSG00000089371	2
ENSMUSG00000044080	6
ENSMUSG00000038481	8
ENSMUSG00000019936	4
ENSMUSG00000019929	7
ENSMUSG00000079304	10
ENSMUSG00000018822	13
ENSMUSG00000025041	8
ENSMUSG00000053436	8
ENSMUSG00000062729	11
ENSMUSG00000041323	9
ENSMUSG00000054033	2
ENSMUSG00000015217	11
ENSMUSG00000058818	14
ENSMUSG00000029375	0
ENSMUSG00000015882	8
ENSMUSG00000045382	14
ENSMUSG00000075555	1
ENSMUSG00000004264	6
ENSMUSG00000017615	6
ENSMUSG00000100075	3
ENSMUSG00000036002	13
ENSMUSG00000047260	13
ENSMUSG00000027077	13
ENSMUSG00000021640	0
ENSMUSG00000019689	1
ENSMUSG00000110599	2
ENSMUSG00000115727	3
ENSMUSG00000051185	13
ENSMUSG00000041078	5
ENSMUSG00000038700	4
ENSMUSG00000020400	11
ENSMUSG00000102098	2
ENSMUSG00000038127	8
ENSMUSG00000030847	0
ENSMUSG00000110874	3
ENSMUSG00000041355	6
ENSMUSG00000019428	6
ENSMUSG00000038193	4
ENSMUSG00000029223	5
ENSMUSG00000016552	4
ENSMUSG00000058709	11
ENSMUSG00000075044	1
ENSMUSG00000020377	9
ENSMUSG00000025163	4
ENSMUSG00000067879	5
ENSMUSG00000089555	10
ENSMUSG00000038891	7
ENSMUSG00000023953	1
ENSMUSG00000022676	9
ENSMUSG00000028233	11
ENSMUSG00000109884	2
ENSMUSG00000040747	14
ENSMUSG00000041399	2
ENSMUSG00000041528	6
ENSMUSG00000036596	4
ENSMUSG00000084136	9
ENSMUSG00000032126	0
ENSMUSG00000035371	2
ENSMUSG00000065979	0
ENSMUSG00000089911	8
ENSMUSG00000075159	10
ENSMUSG00000040028	8
ENSMUSG00000051424	2
ENSMUSG00000027840	4
ENSMUSG00000022878	7
ENSMUSG00000009030	0
ENSMUSG00000041649	4
ENSMUSG00000043698	10
ENSMUSG00000078252	9
ENSMUSG00000031639	4
ENSMUSG00000046605	4
ENSMUSG00000050164	9
ENSMUSG00000042788	3
ENSMUSG00000078607	9
ENSMUSG00000110970	10
ENSMUSG00000037316	0
ENSMUSG00000097357	3
ENSMUSG00000033213	0
ENSMUSG00000076050	2
ENSMUSG00000058581	2
ENSMUSG00000018569	0
ENSMUSG00000097397	3
ENSMUSG00000000560	5
ENSMUSG00000053287	10
ENSMUSG00000047466	0
ENSMUSG00000005251	13
ENSMUSG00000042622	4
ENSMUSG00000038205	0
ENSMUSG00000020231	0
ENSMUSG00000087512	9
ENSMUSG00000060024	4
ENSMUSG00000019838	0
ENSMUSG00000044629	1
ENSMUSG00000025783	10
ENSMUSG00000032382	8
ENSMUSG00000054434	13
ENSMUSG00000001962	1
ENSMUSG00000000320	1
ENSMUSG00000067684	9
ENSMUSG00000027381	0
ENSMUSG00000028004	9
ENSMUSG00000085936	1
ENSMUSG00000034115	9
ENSMUSG00000039887	4
ENSMUSG00000022200	6
ENSMUSG00000023965	0
ENSMUSG00000029188	7
ENSMUSG00000065087	0
ENSMUSG00000030839	5
ENSMUSG00000024122	8
ENSMUSG00000007867	4
ENSMUSG00000086682	3
ENSMUSG00000022650	13
ENSMUSG00000041505	2
ENSMUSG00000021843	6
ENSMUSG00000046671	6
ENSMUSG00000057963	0
ENSMUSG00000024807	14
ENSMUSG00000062148	9
ENSMUSG00000000214	0
ENSMUSG00000043531	1
ENSMUSG00000071818	10
ENSMUSG00000043279	8
ENSMUSG00000002341	5
ENSMUSG00000026358	1
ENSMUSG00000025089	0
ENSMUSG00000052632	11
ENSMUSG00000020017	12
ENSMUSG00000100937	3
ENSMUSG00000030725	3
ENSMUSG00000041241	13
ENSMUSG00000033080	9
ENSMUSG00000059862	2
ENSMUSG00000031537	14
ENSMUSG00000057816	3
ENSMUSG00000079593	2
ENSMUSG00000030060	1
ENSMUSG00000020838	4
ENSMUSG00000075101	10
ENSMUSG00000033770	0
ENSMUSG00000040963	1
ENSMUSG00000073728	3
ENSMUSG00000060152	13
ENSMUSG00000025616	8
ENSMUSG00000020902	0
ENSMUSG00000046676	9
ENSMUSG00000070802	5
ENSMUSG00000034993	11
ENSMUSG00000024054	8
ENSMUSG00000027703	10
ENSMUSG00000049353	1
ENSMUSG00000089992	10
ENSMUSG00000115422	4
ENSMUSG00000020181	5
ENSMUSG00000038776	6
ENSMUSG00000044164	4
ENSMUSG00000066850	10
ENSMUSG00000095180	4
ENSMUSG00000060512	1
ENSMUSG00000032348	0
ENSMUSG00000052613	0
ENSMUSG00000048924	4
ENSMUSG00000025577	1
ENSMUSG00000074919	3
ENSMUSG00000025961	10
ENSMUSG00000026726	7
ENSMUSG00000036371	6
ENSMUSG00000078673	7
ENSMUSG00000075143	9
ENSMUSG00000070063	3
ENSMUSG00000021594	4
ENSMUSG00000096859	10
ENSMUSG00000026495	13
ENSMUSG00000027933	11
ENSMUSG00000055976	4
ENSMUSG00000039637	14
ENSMUSG00000062713	9
ENSMUSG00000035637	0
ENSMUSG00000034848	1
ENSMUSG00000051182	10
ENSMUSG00000073927	3
ENSMUSG00000110097	10
ENSMUSG00000017697	13
ENSMUSG00000070107	2
ENSMUSG00000087403	1
ENSMUSG00000073804	2
ENSMUSG00000053774	8
ENSMUSG00000029221	6
ENSMUSG00000057841	7
ENSMUSG00000046886	3
ENSMUSG00000000724	7
ENSMUSG00000030302	5
ENSMUSG00000062859	9
ENSMUSG00000052736	9
ENSMUSG00000048655	3
ENSMUSG00000026398	13
ENSMUSG00000031534	4
ENSMUSG00000032306	0
ENSMUSG00000038880	1
ENSMUSG00000056459	4
ENSMUSG00000096788	10
ENSMUSG00000000544	0
ENSMUSG00000000792	9
ENSMUSG00000040629	1
ENSMUSG00000028464	7
ENSMUSG00000065578	10
ENSMUSG00000009406	5
ENSMUSG00000039699	9
ENSMUSG00000040795	4
ENSMUSG00000026696	0
ENSMUSG00000118332	0
ENSMUSG00000084235	10
ENSMUSG00000030905	0
ENSMUSG00000092696	2
ENSMUSG00000039740	5
ENSMUSG00000043501	3
ENSMUSG00000021893	8
ENSMUSG00000042613	6
ENSMUSG00000031780	3
ENSMUSG00000062310	10
ENSMUSG00000109764	12
ENSMUSG00000027698	6
ENSMUSG00000109806	2
ENSMUSG00000059687	2
ENSMUSG00000032717	9
ENSMUSG00000022698	6
ENSMUSG00000035458	7
ENSMUSG00000030470	7
ENSMUSG00000087521	3
ENSMUSG00000094808	2
ENSMUSG00000005873	6
ENSMUSG00000029766	2
ENSMUSG00000037798	7
ENSMUSG00000032119	11
ENSMUSG00000092342	2
ENSMUSG00000100876	3
ENSMUSG00000061119	14
ENSMUSG00000039981	1
ENSMUSG00000033009	5
ENSMUSG00000049307	1
ENSMUSG00000032400	4
ENSMUSG00000056078	1
ENSMUSG00000117698	3
ENSMUSG00000007035	9
ENSMUSG00000024218	4
ENSMUSG00000114959	10
ENSMUSG00000085757	10
ENSMUSG00000058368	4
ENSMUSG00000010760	3
ENSMUSG00000093354	2
ENSMUSG00000075063	10
ENSMUSG00000002365	6
ENSMUSG00000041064	4
ENSMUSG00000049685	4
ENSMUSG00000105849	2
ENSMUSG00000050578	0
ENSMUSG00000024889	4
ENSMUSG00000099391	10
ENSMUSG00000044337	0
ENSMUSG00000101225	3
ENSMUSG00000000787	6
ENSMUSG00000057123	4
ENSMUSG00000079871	10
ENSMUSG00000030980	11
ENSMUSG00000113875	2
ENSMUSG00000007836	6
ENSMUSG00000085236	10
ENSMUSG00000022652	4
ENSMUSG00000065544	2
ENSMUSG00000087455	10
ENSMUSG00000042863	2
ENSMUSG00000042581	9
ENSMUSG00000106233	2
ENSMUSG00000038446	11
ENSMUSG00000024990	7
ENSMUSG00000098197	3
ENSMUSG00000037542	0
ENSMUSG00000078302	1
ENSMUSG00000033257	11
ENSMUSG00000076435	0
ENSMUSG00000049313	6
ENSMUSG00000022401	1
ENSMUSG00000025795	6
ENSMUSG00000055003	5
ENSMUSG00000046932	9
ENSMUSG00000044456	14
ENSMUSG00000015093	4
ENSMUSG00000010505	1
ENSMUSG00000021322	4
ENSMUSG00000020611	8
ENSMUSG00000018932	0
ENSMUSG00000043535	8
ENSMUSG00000054072	12
ENSMUSG00000029062	11
ENSMUSG00000030162	9
ENSMUSG00000092922	2
ENSMUSG00000063810	0
ENSMUSG00000021638	0
ENSMUSG00000033029	9
ENSMUSG00000031552	10
ENSMUSG00000100717	10
ENSMUSG00000039109	0
ENSMUSG00000070465	3
ENSMUSG00000113210	2
ENSMUSG00000095390	10
ENSMUSG00000042050	4
ENSMUSG00000108354	9
ENSMUSG00000039488	4
ENSMUSG00000027936	14
ENSMUSG00000055839	6
ENSMUSG00000064215	6
ENSMUSG00000111747	2
ENSMUSG00000029499	13
ENSMUSG00000027809	6
ENSMUSG00000034024	6
ENSMUSG00000022619	5
ENSMUSG00000029012	0
ENSMUSG00000045327	3
ENSMUSG00000031731	6
ENSMUSG00000020248	13
ENSMUSG00000032579	4
ENSMUSG00000033788	0
ENSMUSG00000027952	13
ENSMUSG00000042380	1
ENSMUSG00000057000	1
ENSMUSG00000034738	1
ENSMUSG00000067995	4
ENSMUSG00000045930	0
ENSMUSG00000001168	1
ENSMUSG00000031450	7
ENSMUSG00000074635	3
ENSMUSG00000045013	10
ENSMUSG00000118662	4
ENSMUSG00000033632	1
ENSMUSG00000037143	4
ENSMUSG00000076271	2
ENSMUSG00000066513	2
ENSMUSG00000075704	1
ENSMUSG00000073705	4
ENSMUSG00000078554	2
ENSMUSG00000069540	10
ENSMUSG00000060254	10
ENSMUSG00000048473	10
ENSMUSG00000047654	10
ENSMUSG00000056145	0
ENSMUSG00000026926	6
ENSMUSG00000003657	5
ENSMUSG00000065609	2
ENSMUSG00000097651	3
ENSMUSG00000054102	1
ENSMUSG00000042388	5
ENSMUSG00000040997	6
ENSMUSG00000033068	13
ENSMUSG00000073609	13
ENSMUSG00000030236	7
ENSMUSG00000027130	8
ENSMUSG00000044617	1
ENSMUSG00000031691	6
ENSMUSG00000099508	10
ENSMUSG00000116331	10
ENSMUSG00000093904	6
ENSMUSG00000041966	0
ENSMUSG00000063188	3
ENSMUSG00000044040	2
ENSMUSG00000063060	4
ENSMUSG00000038034	5
ENSMUSG00000025027	6
ENSMUSG00000024868	3
ENSMUSG00000021884	12
ENSMUSG00000041890	8
ENSMUSG00000049653	10
ENSMUSG00000001228	11
ENSMUSG00000021840	8
ENSMUSG00000087024	2
ENSMUSG00000085967	2
ENSMUSG00000022018	0
ENSMUSG00000027719	9
ENSMUSG00000054499	11
ENSMUSG00000020075	8
ENSMUSG00000052392	0
ENSMUSG00000002111	1
ENSMUSG00000005907	1
ENSMUSG00000087204	3
ENSMUSG00000064263	2
ENSMUSG00000027067	6
ENSMUSG00000028879	0
ENSMUSG00000090326	10
ENSMUSG00000025937	0
ENSMUSG00000045708	10
ENSMUSG00000040253	14
ENSMUSG00000037926	8
ENSMUSG00000026014	6
ENSMUSG00000024073	7
ENSMUSG00000019852	5
ENSMUSG00000027674	5
ENSMUSG00000094692	2
ENSMUSG00000092958	2
ENSMUSG00000021221	1
ENSMUSG00000070438	10
ENSMUSG00000024903	10
ENSMUSG00000048582	9
ENSMUSG00000075097	3
ENSMUSG00000030413	13
ENSMUSG00000035775	0
ENSMUSG00000021961	10
ENSMUSG00000006732	4
ENSMUSG00000053390	4
ENSMUSG00000072664	0
ENSMUSG00000073931	9
ENSMUSG00000035596	5
ENSMUSG00000040170	7
ENSMUSG00000065453	2
ENSMUSG00000025362	6
ENSMUSG00000028759	6
ENSMUSG00000029033	5
ENSMUSG00000052748	0
ENSMUSG00000114136	3
ENSMUSG00000043445	0
ENSMUSG00000024594	11
ENSMUSG00000072874	2
ENSMUSG00000030789	14
ENSMUSG00000028845	1
ENSMUSG00000063564	13
ENSMUSG00000028080	6
ENSMUSG00000076067	2
ENSMUSG00000022474	5
ENSMUSG00000051611	10
ENSMUSG00000117175	3
ENSMUSG00000033434	4
ENSMUSG00000057722	0
ENSMUSG00000020827	5
ENSMUSG00000033200	9
ENSMUSG00000062042	2
ENSMUSG00000044997	10
ENSMUSG00000038543	13
ENSMUSG00000053820	2
ENSMUSG00000047444	2
ENSMUSG00000020173	0
ENSMUSG00000015316	1
ENSMUSG00000030986	0
ENSMUSG00000056313	0
ENSMUSG00000003345	6
ENSMUSG00000028882	11
ENSMUSG00000070334	9
ENSMUSG00000002455	11
ENSMUSG00000033557	6
ENSMUSG00000048520	3
ENSMUSG00000028545	4
ENSMUSG00000070544	8
ENSMUSG00000094602	3
ENSMUSG00000030051	4
ENSMUSG00000060523	2
ENSMUSG00000024767	5
ENSMUSG00000085241	9
ENSMUSG00000020894	5
ENSMUSG00000028221	13
ENSMUSG00000041915	11
ENSMUSG00000093957	2
ENSMUSG00000028312	0
ENSMUSG00000086066	10
ENSMUSG00000034607	0
ENSMUSG00000047747	0
ENSMUSG00000052912	3
ENSMUSG00000043230	3
ENSMUSG00000032034	4
ENSMUSG00000074513	0
ENSMUSG00000018585	0
ENSMUSG00000020167	11
ENSMUSG00000035692	1
ENSMUSG00000056706	0
ENSMUSG00000040723	14
ENSMUSG00000028149	5
ENSMUSG00000026171	1
ENSMUSG00000028539	3
ENSMUSG00000019787	7
ENSMUSG00000078017	2
ENSMUSG00000031913	0
ENSMUSG00000029156	0
ENSMUSG00000032342	4
ENSMUSG00000045996	13
ENSMUSG00000034190	11
ENSMUSG00000039775	2
ENSMUSG00000061295	3
ENSMUSG00000000058	7
ENSMUSG00000069855	10
ENSMUSG00000021357	8
ENSMUSG00000004098	0
ENSMUSG00000078923	6
ENSMUSG00000026374	8
ENSMUSG00000119752	2
ENSMUSG00000033161	7
ENSMUSG00000032905	8
ENSMUSG00000026782	5
ENSMUSG00000087249	3
ENSMUSG00000066224	10
ENSMUSG00000072875	4
ENSMUSG00000025503	6
ENSMUSG00000056288	9
ENSMUSG00000075079	2
ENSMUSG00000103472	4
ENSMUSG00000022211	4
ENSMUSG00000079579	2
ENSMUSG00000020491	4
ENSMUSG00000022477	7
ENSMUSG00000104098	9
ENSMUSG00000011658	4
ENSMUSG00000024851	6
ENSMUSG00000024857	3
ENSMUSG00000021835	4
ENSMUSG00000033306	6
ENSMUSG00000072679	1
ENSMUSG00000093805	9
ENSMUSG00000117679	4
ENSMUSG00000065424	2
ENSMUSG00000076123	2
ENSMUSG00000027317	1
ENSMUSG00000057522	6
ENSMUSG00000041845	4
ENSMUSG00000036733	11
ENSMUSG00000028391	4
ENSMUSG00000024677	14
ENSMUSG00000111174	10
ENSMUSG00000021264	8
ENSMUSG00000101918	2
ENSMUSG00000059970	1
ENSMUSG00000027806	8
ENSMUSG00000030225	13
ENSMUSG00000095928	4
ENSMUSG00000043572	9
ENSMUSG00000065490	2
ENSMUSG00000045539	3
ENSMUSG00000002250	0
ENSMUSG00000075142	2
ENSMUSG00000114755	2
ENSMUSG00000007653	5
ENSMUSG00000064068	1
ENSMUSG00000045731	1
ENSMUSG00000041907	9
ENSMUSG00000045767	8
ENSMUSG00000030337	6
ENSMUSG00000017718	13
ENSMUSG00000032517	5
ENSMUSG00000039233	14
ENSMUSG00000029121	5
ENSMUSG00000053965	6
ENSMUSG00000020290	8
ENSMUSG00000075117	3
ENSMUSG00000032570	6
ENSMUSG00000017765	0
ENSMUSG00000094531	9
ENSMUSG00000075121	3
ENSMUSG00000017204	1
ENSMUSG00000080657	2
ENSMUSG00000059429	1
ENSMUSG00000086224	10
ENSMUSG00000029910	0
ENSMUSG00000065512	2
ENSMUSG00000067848	2
ENSMUSG00000042292	14
ENSMUSG00000058093	0
ENSMUSG00000022885	14
ENSMUSG00000025525	13
ENSMUSG00000050332	1
ENSMUSG00000075094	2
ENSMUSG00000036550	6
ENSMUSG00000079020	11
ENSMUSG00000002881	8
ENSMUSG00000091530	10
ENSMUSG00000021504	4
ENSMUSG00000053117	3
ENSMUSG00000066705	5
ENSMUSG00000028008	3
ENSMUSG00000035270	0
ENSMUSG00000038831	5
ENSMUSG00000028064	0
ENSMUSG00000048022	0
ENSMUSG00000029999	13
ENSMUSG00000052565	7
ENSMUSG00000109389	9
ENSMUSG00000119643	2
ENSMUSG00000074805	3
ENSMUSG00000038563	1
ENSMUSG00000070841	10
ENSMUSG00000048347	9
ENSMUSG00000015112	0
ENSMUSG00000063821	3
ENSMUSG00000068877	7
ENSMUSG00000102004	2
ENSMUSG00000033585	5
ENSMUSG00000024124	0
ENSMUSG00000075232	6
ENSMUSG00000046804	0
ENSMUSG00000028931	5
ENSMUSG00000026663	6
ENSMUSG00000070374	10
ENSMUSG00000022263	6
ENSMUSG00000005043	1
ENSMUSG00000046027	0
ENSMUSG00000025408	4
ENSMUSG00000094786	4
ENSMUSG00000085198	2
ENSMUSG00000020910	4
ENSMUSG00000076398	2
ENSMUSG00000020383	10
ENSMUSG00000055817	11
ENSMUSG00000059134	3
ENSMUSG00000032239	13
ENSMUSG00000097929	4
ENSMUSG00000040481	6
ENSMUSG00000032318	9
ENSMUSG00000060556	10
ENSMUSG00000075610	4
ENSMUSG00000064333	2
ENSMUSG00000038473	5
ENSMUSG00000097749	10
ENSMUSG00000031158	1
ENSMUSG00000025789	9
ENSMUSG00000024830	13
ENSMUSG00000079349	9
ENSMUSG00000021356	14
ENSMUSG00000098705	3
ENSMUSG00000037624	5
ENSMUSG00000019775	5
ENSMUSG00000036825	0
ENSMUSG00000009731	9
ENSMUSG00000060317	0
ENSMUSG00000048647	9
ENSMUSG00000030708	4
ENSMUSG00000021824	8
ENSMUSG00000032388	11
ENSMUSG00000045474	2
ENSMUSG00000074476	4
ENSMUSG00000074521	4
ENSMUSG00000042638	0
ENSMUSG00000006800	6
ENSMUSG00000041431	7
ENSMUSG00000091735	9
ENSMUSG00000097545	0
ENSMUSG00000096664	2
ENSMUSG00000066975	7
ENSMUSG00000038567	1
ENSMUSG00000026922	0
ENSMUSG00000085944	1
ENSMUSG00000048108	0
ENSMUSG00000027618	0
ENSMUSG00000113463	10
ENSMUSG00000022108	7
ENSMUSG00000086951	3
ENSMUSG00000025872	13
ENSMUSG00000029632	7
ENSMUSG00000039509	11
ENSMUSG00000002804	6
ENSMUSG00000064280	9
ENSMUSG00000018697	1
ENSMUSG00000095533	2
ENSMUSG00000032407	8
ENSMUSG00000025982	7
ENSMUSG00000034460	4
ENSMUSG00000029712	5
ENSMUSG00000020516	8
ENSMUSG00000063236	4
ENSMUSG00000032290	11
ENSMUSG00000063145	4
ENSMUSG00000024012	6
ENSMUSG00000020264	0
ENSMUSG00000073997	10
ENSMUSG00000030204	11
ENSMUSG00000031555	6
ENSMUSG00000016087	14
ENSMUSG00000013150	4
ENSMUSG00000025500	9
ENSMUSG00000085779	4
ENSMUSG00000026417	7
ENSMUSG00000061787	7
ENSMUSG00000112739	9
ENSMUSG00000001229	11
ENSMUSG00000002778	6
ENSMUSG00000003039	8
ENSMUSG00000099869	2
ENSMUSG00000046329	5
ENSMUSG00000059460	10
ENSMUSG00000116665	4
ENSMUSG00000035161	8
ENSMUSG00000063652	9
ENSMUSG00000094669	10
ENSMUSG00000029086	7
ENSMUSG00000112533	10
ENSMUSG00000041798	1
ENSMUSG00000055368	13
ENSMUSG00000092679	2
ENSMUSG00000036030	4
ENSMUSG00000024038	6
ENSMUSG00000044442	4
ENSMUSG00000004266	14
ENSMUSG00000045802	10
ENSMUSG00000111190	2
ENSMUSG00000038618	4
ENSMUSG00000003444	4
ENSMUSG00000032179	13
ENSMUSG00000007888	4
ENSMUSG00000050640	1
ENSMUSG00000060882	5
ENSMUSG00000067212	14
ENSMUSG00000114362	3
ENSMUSG00000030994	1
ENSMUSG00000040372	9
ENSMUSG00000021281	0
ENSMUSG00000016998	2
ENSMUSG00000026729	9
ENSMUSG00000067596	3
ENSMUSG00000057914	0
ENSMUSG00000075164	10
ENSMUSG00000001349	0
ENSMUSG00000044340	5
ENSMUSG00000087370	0
ENSMUSG00000079481	5
ENSMUSG00000094024	10
ENSMUSG00000054940	3
ENSMUSG00000028715	12
ENSMUSG00000014850	11
ENSMUSG00000034832	8
ENSMUSG00000020364	9
ENSMUSG00000066671	10
ENSMUSG00000006931	4
ENSMUSG00000083706	9
ENSMUSG00000090084	9
ENSMUSG00000067519	2
ENSMUSG00000040134	12
ENSMUSG00000032609	4
ENSMUSG00000024036	0
ENSMUSG00000062224	2
ENSMUSG00000028439	5
ENSMUSG00000030616	0
ENSMUSG00000069044	9
ENSMUSG00000057322	7
ENSMUSG00000046593	4
ENSMUSG00000032812	14
ENSMUSG00000042043	0
ENSMUSG00000033910	6
ENSMUSG00000086254	10
ENSMUSG00000033278	0
ENSMUSG00000070291	9
ENSMUSG00000004952	14
ENSMUSG00000061367	2
ENSMUSG00000085785	10
ENSMUSG00000068373	5
ENSMUSG00000021578	0
ENSMUSG00000037938	9
ENSMUSG00000050605	9
ENSMUSG00000007659	6
ENSMUSG00000047921	11
ENSMUSG00000056228	1
ENSMUSG00000029759	0
ENSMUSG00000050035	10
ENSMUSG00000081669	2
ENSMUSG00000010110	8
ENSMUSG00000034807	14
ENSMUSG00000030748	14
ENSMUSG00000039067	6
ENSMUSG00000110101	3
ENSMUSG00000035831	7
ENSMUSG00000077954	2
ENSMUSG00000049091	12
ENSMUSG00000022000	11
ENSMUSG00000019256	0
ENSMUSG00000075204	4
ENSMUSG00000050954	1
ENSMUSG00000032691	9
ENSMUSG00000040258	9
ENSMUSG00000034648	5
ENSMUSG00000013643	7
ENSMUSG00000052889	5
ENSMUSG00000022900	0
ENSMUSG00000024248	6
ENSMUSG00000046836	8
ENSMUSG00000026203	0
ENSMUSG00000038319	0
ENSMUSG00000091652	9
