gene_id	flt_cluster	gc_cluster	procrustes_latent_shift	gene_symbol	studies_tested	meta_log2_fold_change	meta_se	meta_z	meta_p_value	direction_up_studies	direction_down_studies	q_heterogeneity	i2_percent	heterogeneity_p_value	meta_fdr_bh	eligible_meta	significant_fdr05_abs_log2fc1	consistent_direction	gene_label	in_FLT14_all	in_FLT14_and_GC8	in_FLT14_not_GC8	in_GC8_all	in_GC8_not_FLT14
ENSMUSG00000052384	2	8	2.3731197679434595	Nrros	6.0	-0.180131142758566	0.0564105255935831	-3.1932186566802	0.0014069636523943	0.0	6.0	2.38955804632709	0.0	0.793028111951469	0.0193710930798079	True	False	all_down	Nrros	False	False	False	True	True
ENSMUSG00000025920	2	8	1.4376895793069977	Stau2	6.0	0.151892706447667	0.0456295013551265	3.32882678829892	0.0008721262499573	4.0	2.0	18.892051806963	73.5338434856654	0.0020131785689635	0.0138576854282087	True	False	mixed	Stau2	False	False	False	True	True
ENSMUSG00000038583	9	8	2.0487481951698054	Pln	6.0	0.153393732843339	0.117617750761649	1.30417162248061	0.192175073060211	5.0	1.0	5.94044082693027	15.8311622711045	0.312057500599458	0.459688794902441	True	False	mixed	Pln	False	False	False	True	True
ENSMUSG00000064899	9	8	5.314125809072558	Snord118	6.0	-0.0496664380700777	0.137215534247617	-0.361959295224188	0.71738244859031	3.0	3.0	7.99863790064659	37.4893567866622	0.15631071152238	0.877694693800654	True	False	mixed	Snord118	False	False	False	True	True
ENSMUSG00000036208	2	8	1.960137587823346	Nepro	6.0	-0.113298243036078	0.0518707539859148	-2.18424129841729	0.0289445217222437	1.0	5.0	8.90573822962672	43.8564230041425	0.112883527587185	0.150799102754831	True	False	mixed	Nepro	False	False	False	True	True
ENSMUSG00000020477	8	8	1.3420928275883102	Mrps24	6.0	-0.0050557054729297	0.0905217062123476	-0.0558507532002317	0.955460702802678	3.0	3.0	2.7707877291585	0.0	0.735272292679881	0.984244794373503	True	False	mixed	Mrps24	False	False	False	True	True
ENSMUSG00000025004	14	8	3.689619324950367	Cyp2c40	6.0	0.323586043578891	0.0798106625469292	4.0544212170726	5.02585847132094e-05	3.0	3.0	76.0472879041831	93.4251435681706	5.623449979391261e-15	0.0017162884338513	True	False	mixed	Cyp2c40	True	True	False	True	False
ENSMUSG00000027203	2	8	2.965137246492032	Dut	6.0	0.0085765273504678	0.0499148967374	0.1718230009688	0.863576682287227	4.0	2.0	8.35605103654245	40.1631227701442	0.137673982303175	0.94622063019199	True	False	mixed	Dut	False	False	False	True	True
ENSMUSG00000023066	2	8	1.745325742604119	Rttn	6.0	-0.0670670192970486	0.058736569301848	-1.14182731634172	0.253525805476028	3.0	3.0	2.72339151781354	0.0	0.742538549689604	0.530126044083052	True	False	mixed	Rttn	False	False	False	True	True
ENSMUSG00000062101	2	8	2.3371344323921415	Zfp119b	6.0	-0.122129668484337	0.0691143713984545	-1.76706618338814	0.0772171450492211	3.0	3.0	6.22109358467092	19.6282786627701	0.285296184106691	0.275134741949822	True	False	mixed	Zfp119b	False	False	False	True	True
ENSMUSG00000054690	2	8	2.1405189516710923	Emcn	6.0	0.023783344843835	0.0623644366181365	0.38136069422807	0.702935622666648	3.0	3.0	4.65461079450474	0.0	0.459467182888461	0.870038722793449	True	False	mixed	Emcn	False	False	False	True	True
ENSMUSG00000049300	2	8	2.524126795768072	Prmt6	6.0	0.0049146287204078	0.0475273383556556	0.103406352858028	0.917640470326477	4.0	2.0	1.42013834909434	0.0	0.922097743647259	0.968606870535546	True	False	mixed	Prmt6	False	False	False	True	True
ENSMUSG00000021532	2	8	2.2005645252218415	Fastkd3	6.0	-0.0797180474133434	0.0372947010422227	-2.13751672987247	0.0325559864681508	2.0	4.0	5.13007819447892	2.53559867019016	0.400212565606778	0.161147075330715	True	False	mixed	Fastkd3	False	False	False	True	True
ENSMUSG00000069045	9	8	4.05686533722388	Ddx3y	3.0	-0.0082586553495582	0.115723448270367	-0.0713654447131869	0.943106910586239	1.0	2.0	2.053398332559	2.60048582451359	0.358187328209979	0.979565676139254	True	False	mixed	Ddx3y	False	False	False	True	True
ENSMUSG00000045519	2	8	2.2294123087474533	Zfp560	6.0	-0.0945392846243343	0.0697910953790262	-1.35460382317979	0.17554381474335	2.0	4.0	2.23834986242704	0.0	0.815277631474128	0.436309588479076	True	False	mixed	Zfp560	False	False	False	True	True
ENSMUSG00000024145	6	8	2.200948511883203	Pigf	6.0	-0.0094834624536603	0.057240930993123	-0.16567624406388	0.868411742152882	2.0	4.0	9.94630983887564	49.7301000974527	0.076770905468736	0.94789657697748	True	False	mixed	Pigf	False	False	False	True	True
ENSMUSG00000002617	9	8	1.6674356314145649	Zfp40	6.0	-0.0182171168946831	0.0675786761958475	-0.269569010820643	0.787491843775816	4.0	2.0	4.21927680634678	0.0	0.5182967214248	0.912281719370773	True	False	mixed	Zfp40	False	False	False	True	True
ENSMUSG00000012483	2	8	2.6298127988301983	Rpa3	6.0	-0.0139883056947362	0.0908349355530653	-0.153996979351236	0.877612117304113	3.0	3.0	14.1639515233521	64.6991166853649	0.0146008390093389	0.951970067436428	True	False	mixed	Rpa3	False	False	False	True	True
ENSMUSG00000021113	2	8	1.5398218709606213	Snapc1	6.0	0.0362907341475703	0.0422186862399901	0.859589375692018	0.390015433572432	3.0	3.0	8.77271557312233	43.0051053368367	0.118480470824609	0.658434540687318	True	False	mixed	Snapc1	False	False	False	True	True
ENSMUSG00000034731	2	8	1.5450441888829916	Dgkh	6.0	-0.137018806158486	0.0562031016420212	-2.43792250170125	0.0147719405395068	1.0	5.0	9.40320099581597	46.8266178482754	0.0940228660192255	0.0973714085440723	True	False	mixed	Dgkh	False	False	False	True	True
ENSMUSG00000058192	2	8	1.4394983743959997	Zfp846	6.0	-0.0293572981256255	0.0489216159778032	-0.600088479067117	0.548447270261386	3.0	3.0	13.2309036074825	62.2096861383499	0.0213084108635354	0.777449235030857	True	False	mixed	Zfp846	False	False	False	True	True
ENSMUSG00000090266	14	8	2.614603712562695	Mettl23	6.0	-0.0788831692488363	0.0773067492886585	-1.02039175071625	0.30754270464134	2.0	4.0	5.34184603957871	6.39939895395543	0.375599742777538	0.58778444020517	True	False	mixed	Mettl23	True	True	False	True	False
ENSMUSG00000038656	14	8	5.580878809265548	Cyp3a16	4.0	-0.759113357872861	0.180756481875491	-4.19964667378156	2.67331812140622e-05	0.0	4.0	9.24483839018814	67.549459780887	0.0262066698419202	0.0011142252836784	True	False	all_down	Cyp3a16	True	True	False	True	False
ENSMUSG00000117148	9	8	1.8763540804935537	Vmn1r229	6.0	-0.110880508359213	0.0995887276674924	-1.11338412445053	0.265543490283382	3.0	3.0	5.81570648642656	14.0259225311725	0.324566557128162	0.542730138803807	True	False	mixed	Vmn1r229	False	False	False	True	True
ENSMUSG00000044676	2	8	1.375958486611783	Zfp612	6.0	-0.0089008691546369	0.0648601868604264	-0.137231629840828	0.890847710417301	3.0	3.0	8.354852912686	40.154541890163	0.137732986391808	0.957023959608303	True	False	mixed	Zfp612	False	False	False	True	True
ENSMUSG00000032267	2	8	1.351900333492708	Usp28	6.0	0.0543126199614152	0.0444827496227722	1.22098162595621	0.222092976721842	3.0	3.0	10.9741224548523	54.4382703895452	0.0518954798653339	0.495827679798592	True	False	mixed	Usp28	False	False	False	True	True
ENSMUSG00000090124	9	8	1.7007574392004234	Ugt1a7c	6.0	-0.146314852219241	0.0925662414273818	-1.58065024530595	0.113958030537434	1.0	5.0	2.93654397216806	0.0	0.709768401246076	0.343034775256663	True	False	mixed	Ugt1a7c	False	False	False	True	True
ENSMUSG00000020679	14	6	2.3952526854896137	Hnf1b	6.0	0.322995140015675	0.0833874049699199	3.87342836885484	0.0001073149585092	3.0	3.0	11.0419410832688	54.7181065150201	0.0505547274782887	0.0030232316301007	True	False	mixed	Hnf1b	True	False	True	False	False
ENSMUSG00000017754	8	8	1.6433371331656257	Pltp	6.0	-0.205788053102727	0.0808798800116139	-2.54436644902511	0.0109476166568475	2.0	4.0	10.6617753223763	53.1034949732406	0.0585140443502312	0.0792313039880035	True	False	mixed	Pltp	False	False	False	True	True
ENSMUSG00000066800	2	8	2.279455919111358	Rnasel	6.0	-0.119793955753937	0.0483968716250015	-2.47524171979853	0.0133146027068785	2.0	4.0	4.6372787262655	0.0	0.461728679651833	0.090913446983945	True	False	mixed	Rnasel	False	False	False	True	True
ENSMUSG00000039697	2	8	2.279541686391911	Ncoa7	6.0	-0.176665003796865	0.062053578452607	-2.84697527849731	0.004413678976268	1.0	5.0	10.8643357831849	53.9778583819302	0.0541371507874503	0.0436932714733476	True	False	mixed	Ncoa7	False	False	False	True	True
ENSMUSG00000088088	14	8	2.9358331426597375	Rmrp	6.0	-0.110768497582582	0.115632244726994	-0.957937795327808	0.338094126505433	2.0	4.0	6.1167124828783	18.2567430789687	0.295027410234569	0.615835950957621	True	False	mixed	Rmrp	True	True	False	True	False
ENSMUSG00000050965	14	3	2.5137881061275698	Prkca	6.0	0.166709122941716	0.0693868699952413	2.40260330164985	0.0162788360397301	3.0	3.0	26.8287325222599	81.3632641950138	6.15940477276988e-05	0.103485522028085	True	False	mixed	Prkca	True	False	True	False	False
ENSMUSG00000061371	2	8	1.7819428384784557	Zfp873	6.0	-0.0374883090304911	0.0687155422707344	-0.545557930443012	0.585369849316758	2.0	4.0	8.01405901921765	37.6096434027995	0.155462507629729	0.80083298577104	True	False	mixed	Zfp873	False	False	False	True	True
ENSMUSG00000071451	2	8	3.4146846174089247	Psmg4	6.0	0.0514041148643597	0.0997124773753217	0.515523395039846	0.60618732566578	4.0	2.0	7.69774916005242	35.0459478993214	0.173698809970813	0.815018608659823	True	False	mixed	Psmg4	False	False	False	True	True
ENSMUSG00000018654	9	8	2.6314807078338736	Ikzf1	6.0	-0.239184202176696	0.0616810424965335	-3.87775874881067	0.0001054231798955	1.0	5.0	18.9254741955069	73.5805827196284	0.001984547421792	0.0029802674594807	True	False	mixed	Ikzf1	False	False	False	True	True
ENSMUSG00000045672	14	8	3.895909767024381	Col27a1	6.0	-0.0670252975419624	0.101169531576491	-0.662504772904741	0.50764777698772	2.0	4.0	12.1434511886562	58.8255437245817	0.0328741687680448	0.748463910651736	True	False	mixed	Col27a1	True	True	False	True	False
ENSMUSG00000035245	2	8	1.7804435299879895	Eogt	6.0	-0.0752400794231501	0.0378544288083839	-1.98761629198024	0.0468541430734716	2.0	4.0	27.1844182109947	81.6071105101754	5.25136770236623e-05	0.202260639422854	True	False	mixed	Eogt	False	False	False	True	True
ENSMUSG00000060371	2	8	3.7019512361412863	Caln1	6.0	0.10476061081684	0.072339098209646	1.44818795657685	0.147564491845495	4.0	2.0	12.5246084900749	60.0785924449276	0.0282652359258823	0.394841286411278	True	False	mixed	Caln1	False	False	False	True	True
ENSMUSG00000064604	9	8	5.974336284305992	Snora44	6.0	-0.226977351828195	0.167329416417207	-1.35647010960862	0.174949639437374	1.0	5.0	0.377727427247888	0.0	0.995920918979112	0.435567743975837	True	False	mixed	Snora44	False	False	False	True	True
ENSMUSG00000026960	2	8	2.514763407216422	Arl6ip6	6.0	-0.0937307408026533	0.0525461302216724	-1.78378008822416	0.0744594063297003	2.0	4.0	12.5408827087101	60.1303981853901	0.0280828850673436	0.269323019557027	True	False	mixed	Arl6ip6	False	False	False	True	True
ENSMUSG00000097164	9	8	1.6937478133379051	Cep83os	6.0	-0.084718011092661	0.0657673697137702	-1.2881465605416	0.19769495016411	3.0	3.0	35.7255259573803	86.0044047889879	1.07776088051503e-06	0.466304648824062	True	False	mixed	Cep83os	False	False	False	True	True
ENSMUSG00000021418	2	8	1.4067250126791493	Rpp40	6.0	0.10743905498125	0.0497681647484323	2.15879077567623	0.0308664024472389	4.0	2.0	6.69475541496028	25.3146726043663	0.244349301299324	0.156303231084071	True	False	mixed	Rpp40	False	False	False	True	True
ENSMUSG00000029299	9	8	3.5515237155525208	Abcg3	6.0	-0.219883960388384	0.0715443425236078	-3.07339410262702	0.0021163878700765	0.0	6.0	7.75250608602338	35.5047265423724	0.170413321662391	0.0257692021184222	True	False	all_down	Abcg3	False	False	False	True	True
ENSMUSG00000003346	14	3	1.966729448193595	Abhd17a	6.0	0.0674760974477389	0.0745615844787161	0.9049713457605	0.365480567673823	3.0	3.0	14.7875916148198	66.1878679758163	0.011309548466122	0.639166545596663	True	False	mixed	Abhd17a	True	False	True	False	False
ENSMUSG00000050714	2	8	1.8651702903484184	Zbtb26	6.0	-0.0241774028152228	0.0550953750292361	-0.438828173914656	0.66078604416876	2.0	4.0	4.33390848312143	0.0	0.502408481733011	0.84822531374581	True	False	mixed	Zbtb26	False	False	False	True	True
ENSMUSG00000022960	9	8	2.2257912521954717	Donson	6.0	-0.0686358466668727	0.0567571917948238	-1.20928898164994	0.226551842443066	2.0	4.0	2.83720733819619	0.0	0.72506627994292	0.500829620415074	True	False	mixed	Donson	False	False	False	True	True
ENSMUSG00000078675	14	8	3.4346419979436207	Mup16	6.0	-0.62799467106076	0.172340164728657	-3.64392521064091	0.0002685114731491	1.0	5.0	11.8903241765984	57.9490018460506	0.0363218923485992	0.0060036506135341	True	False	mixed	Mup16	True	True	False	True	False
ENSMUSG00000057329	2	8	1.9987039000446616	Bcl2	6.0	-0.110760167451777	0.0554009699872464	-1.99924599654618	0.0455817440599768	1.0	5.0	4.88609468103616	0.0	0.429939060817064	0.199014571500113	True	False	mixed	Bcl2	False	False	False	True	True
ENSMUSG00000024424	5	8	1.5467357529652557	Ttc39c	6.0	-0.170216058408704	0.0576589419887255	-2.95211900422987	0.0031560127330728	1.0	5.0	9.48027274670568	47.2589013671842	0.0913742105848859	0.0348512139783283	True	False	mixed	Ttc39c	False	False	False	True	True
ENSMUSG00000024130	14	11	1.7075793856135415	Abca3	6.0	0.0058286819352588	0.0613512686864093	0.0950050758534684	0.92431079521173	4.0	2.0	11.6259437154549	56.9927386337398	0.0402886997740472	0.971339020957245	True	False	mixed	Abca3	True	False	True	False	False
ENSMUSG00000026249	14	8	3.0947381199618236	Serpine2	6.0	0.0405182519010018	0.0699766811840548	0.579025058282336	0.562572265201308	1.0	5.0	12.6351517020687	60.4278593728213	0.0270485475727576	0.787375627718139	True	False	mixed	Serpine2	True	True	False	True	False
ENSMUSG00000041324	14	3	3.828853967090816	Inhba	6.0	0.167774863505059	0.0879425658383239	1.90777767177615	0.0564199578186735	2.0	4.0	38.9139091111288	87.1511238161111	2.47149875936973e-07	0.225975166168743	True	False	mixed	Inhba	True	False	True	False	False
ENSMUSG00000056014	2	8	2.27487940857785	A430033K04Rik	6.0	-0.000148535121261	0.0582614238858349	-0.0025494591679064	0.997965828095129	3.0	3.0	1.7511852468706	0.0	0.88238923567896	0.999117875613633	True	False	mixed	A430033K04Rik	False	False	False	True	True
ENSMUSG00000006519	6	8	3.276043484796529	Cyba	6.0	-0.142944986039122	0.0986319842775546	-1.44927618648398	0.147260468616143	1.0	5.0	4.2374602835964	0.0	0.515758403247892	0.39441735332928	True	False	mixed	Cyba	False	False	False	True	True
ENSMUSG00000066233	2	8	2.0329309455172155	Tmem42	6.0	0.0588498866685326	0.0700523660171293	0.840084211490338	0.400861171850667	5.0	1.0	14.3490188603615	65.1544119590484	0.0135379868042657	0.667486001683322	True	False	mixed	Tmem42	False	False	False	True	True
ENSMUSG00000096688	14	8	2.9545080208282006	Mup17	6.0	-1.17977113153941	0.185237150390729	-6.36897689826723	1.90293265373116e-10	2.0	4.0	56.6452744356751	91.1731383600624	5.98398668441129e-11	7.73304257159999e-08	True	True	mixed	Mup17	True	True	False	True	False
ENSMUSG00000057596	9	8	4.866539611835479	Trim30d	6.0	-0.239958134620879	0.0848969166797339	-2.8264646586177	0.0047064937240282	2.0	4.0	11.1657145102852	55.2200623131255	0.0481915666728094	0.045483980668299	True	False	mixed	Trim30d	False	False	False	True	True
ENSMUSG00000039304	2	8	1.810208823845	Tnfsf10	6.0	-0.126345427678316	0.0761179632485318	-1.65986348407389	0.0969419189278906	3.0	3.0	31.1698770482212	83.9588715981626	8.67086972583291e-06	0.313590227298082	True	False	mixed	Tnfsf10	False	False	False	True	True
ENSMUSG00000078435	2	8	1.845503402745239	AU041133	6.0	-0.0849749602553233	0.0681378910487897	-1.24710288133922	0.212359776596767	1.0	5.0	4.97076943855892	0.0	0.419457946371265	0.485773736079433	True	False	mixed	AU041133	False	False	False	True	True
