accession	location	cluster	cluster_genes	tested_dgea_genes	significant_padj05_genes	significant_padj05_abs_lfc_genes	significant_fraction	mean_log2fc_tested	mean_log2fc_sig	mean_abs_stat_tested	mean_latent_shift_tested	fisher_odds_ratio	fisher_p_value	top_significant_genes	fisher_fdr_bh
OSD-379	GC	0	3425	3227	160	43	0.04958165478772854	-0.05159212461521801	0.375580155595565	1.113037442998996	0.37131944144569967	0.3815204170247955	1.0	1700010I14Rik,Adcy1,Slc34a2,Gngt1,Myh1,Bag2,Ckm,Mylpf,Slc51b,Ldb3	1.0
OSD-379	GC	8	1435	1435	118	12	0.08222996515679443	-0.05369836206468116	0.029184131215597705	1.2906706295889387	0.3540094538626916	0.7412054314286176	0.9991651284716897	Dhrs9,Npas2,Zbtb7c,Pde6c,Rabl2,Chrna4,C1ql3,Slc41a3,Npnt,Trpv2	1.0
OSD-379	GC	9	776	776	105	1	0.13530927835051546	-0.018855867964476872	-0.046447462428459235	1.4747275222729908	5.5067087245587905	1.3500643968456842	0.004164703881524201	Upp2,Sc5d,Slc25a47,Slc7a2,Cyp2c70,Cpt1a,Abcb11,Nrn1,Nr1i3,Eci2	0.015617639555715756
OSD-379	GC	2	2738	225	43	41	0.19111111111111112	0.8877718346877204	2.6381092073070045	1.6718166201880083	0.45856909330217555	2.031509022959308	8.058251556564117e-05	Tnnt3,Tnni2,Sln,Mypn,Mybpc1,Tnnc2,Xirp2,Mybpc2,Mb,Tbx15	0.00040291257782820586
OSD-379	GC	10	21	21	4	2	0.19047619047619047	-0.4903746046131529	-0.2778779908442073	1.449916399284185	0.7412294067304985	1.9984003490147604	0.17425936535290468	Hspb1,Pnliprp1,Serpina4-ps1,Mup18	0.3267363100366963
OSD-379	GC	1	2934	16	3	3	0.1875	3.258094088252686	8.094267088250053	2.146687575621066	0.3699440073160441	1.9593291205397443	0.23431634006760668	Ctxn3,2310002L09Rik,Myf6	0.39052723344601115
OSD-379	GC	14	1	1	1	1	1.0	3.59796857879232	3.59796857879232	5.01689689422065	7.31484162857555		0.10545478187374031	Acta1	0.22597453258658637
OSD-379	GC	12	6	6	1	1	0.16666666666666666	-1.419464422716504	-1.63524806261557	1.9940722198392702	3.4233110803216333	1.6969771745835904	0.48765341109580645	Cela2a	0.6649819242215543
OSD-379	GC	11	14	14	1	0	0.07142857142857142	0.031490972391746995	-0.387927758853446	0.871121175488762	35.821891938817465	0.6523038959806388	0.790043614767324	Cyp2e1	0.987554518459155
OSD-379	GC	13	4	4	0	0	0.0	0.018540468140996157		0.7857959989118704	23.333882519012803	0.0	1.0		1.0
OSD-245	FLT	1	2958	2958	191	11	0.06457065584854632	0.00433081787820221	-0.014284536267440926	1.1850036906584842	0.5249862882057672	1.6722635495664238	9.076207141420672e-09	Fam47e,Dtx4,Pdk4,Tefm,Ss18l2,Rcor1,Vamp3,Rai14,Dclre1a,Ncoa1	6.35334499899447e-08
OSD-245	FLT	3	2301	2301	162	6	0.07040417209908735	0.008668226535475611	0.09177707757777216	1.2185103893552904	1.3338292947841497	1.8242881796899848	4.244185847990282e-10	Nedd4l,Chka,Sdr9c7,Trim2,Net1,Syne1,Cldn1,Dnaaf9,Rnf144b,Clock	5.941860187186395e-09
OSD-245	FLT	7	1614	1614	87	7	0.05390334572490706	-0.004262849355818823	-0.011749037503087924	1.0986313720052652	0.30231180281869013	1.2613383245143694	0.030337588978218737	Arntl,Asap2,Leo1,Mup12,Dbp,Gmnn,Slc5a6,Bace2,Rnf144a,Cdcp1	0.08494524913901247
OSD-245	FLT	4	1945	1945	77	9	0.03958868894601542	0.0027624994935148183	0.09829450490917752	1.0110599902933557	0.26583177235933164	0.8753578904313933	0.8736442545324193	Dhrs9,Slc2a5,Cers5,Rfx4,Stx1b,Il15,Fhad1,Ppic,Lsm11,Col5a3	1.0
OSD-245	FLT	8	1032	1032	70	8	0.06782945736434108	-0.11949584486742673	-0.3810084658033859	1.2585343350396898	4.863358216810544	1.6327096327096327	0.00023038589814060225	Clpx,Gclc,Insig2,Cyp2a5,Mup10,Cyp2a4,Rnase4,Tef,Wfdc21,Sdhd	0.0010751341913228104
OSD-245	FLT	9	562	562	39	1	0.0693950177935943	-0.024651118350300726	-0.09984311053817463	1.0933158986302658	1.156268530743312	1.6442582216526904	0.0037845511402160087	Wfdc17,Tomm5,Emc6,Spg20,Tgds,Magi1,Tpd52l2,Rassf8,Cep20,Micos10	0.01324592899075603
OSD-245	FLT	5	1764	1763	31	8	0.01758366420873511	0.04718516118846394	-0.022851471813759735	0.9137787156205743	0.2772175959164452	0.35759311232855906	0.9999999999680248	Gpx6,Gzma,Slc34a2,Gm15401,Aph1c,Gm2061,Pde6c,Slc22a4,Ctsk,Spon2	1.0
OSD-245	FLT	6	1686	1680	23	4	0.01369047619047619	0.04736899697162013	0.08649887551021859	0.9098468700331471	0.28904882961930917	0.2755803453234075	0.9999999999999603	Lefty1,Mab21l2,BC049762,1700042O10Rik,Tnfsf13b,Dusp8,Ltb4r2,1700010I14Rik,Phospho1,BC035044	1.0
OSD-245	FLT	10	386	386	18	0	0.046632124352331605	0.0236111563551451	-0.11929456665975674	1.108165425046404	2.4823277869562475	1.0564356751243147	0.4462145429474493	Tars,Ubqln1,Gys2,Npc1,Ptgr2,Herc1,Ctnnd1,Usp24,Ccl9,Akr1c19	1.0
OSD-245	FLT	2	2950	1551	2	0	0.0012894906511927789	0.04641924076991994	-0.7345220762260595	0.8374556507298587	0.29275541298118707	0.025062846720594303	1.0	Piwil2,Car9	1.0
OSD-245	FLT	13	163	2	0	0	0.0	-0.8799543573939345		1.356397559138864	0.29215339025797127	0.0	1.0		1.0
OSD-245	FLT	15	2	2	0	0	0.0	-0.488177086825291		0.9650970306362651	30.474024073081367	0.0	1.0		1.0
OSD-245	FLT	11	342	1	0	0	0.0	2.1712232690108		1.3085090737218	0.29516314504328317	0.0	1.0		1.0
OSD-245	FLT	14	105	1	0	0	0.0	-2.6008239973776		2.16390328343051	0.29819445790928345	0.0	1.0		1.0
OSD-245	GC	2	2429	2429	146	3	0.06010703993412927	0.008755565507987178	0.018212768971991967	1.1855505987767463	0.39268205681426643	1.4792984087376322	4.633550913219615e-05	Chka,Sdr9c7,Trim2,Tefm,Rcor1,Rai14,Gmnn,Slc5a6,Cebpzos,Tfcp2l1	0.0002162323759502487
OSD-245	GC	6	1311	1311	119	4	0.09077040427154844	0.007810965873879062	0.00836660435952531	1.2853530019886024	0.6964284133646201	2.3894436807633217	1.7206134922178564e-14	Nedd4l,Cldn1,Ss18l2,Dnaaf9,Vamp3,Dclre1a,Ncoa1,Mup12,Bptf,Cgrrf1	2.408858889104999e-13
OSD-245	GC	7	1282	1282	94	9	0.07332293291731669	-0.13088907223252222	-0.4079210383608024	1.2740720523310036	4.370455549887096	1.8162093987176495	6.945742575937179e-07	Gclc,Insig2,Cyp2a5,Mup10,Wfdc17,Gch1,Cyp2a4,Rnase4,Tef,Gys2	4.862019803156025e-06
OSD-245	GC	3	2319	2319	85	11	0.036653730056058646	-0.012599332238914783	0.22162369511243638	1.0081390651056428	0.2556605919739058	0.7958599908290936	0.9789553131807418	Arntl,Gpx6,Gzma,Cers5,Rfx4,Stx1b,Rnf144a,Lsm11,Col5a3,Aph1c	1.0
OSD-245	GC	5	1550	1550	83	4	0.053548387096774196	-0.04268322134605226	-0.09579487144870993	1.088413896628535	1.2077593820693977	1.249943931263596	0.038835700982198004	Fam47e,Net1,Tars,Syne1,Rnf144b,Tomm5,Dbp,Nav2,Mup1,Emc6	0.1087399627501544
OSD-245	GC	8	1276	1276	68	6	0.05329153605015674	0.004110550080487873	-0.01372679664774656	1.0879551113202819	0.27361485597805035	1.2371636348394668	0.06272330716464308	Dtx4,Pdk4,Slc2a5,Asap2,Leo1,Il15,Bace2,Fhad1,Ppic,Cdcp1	0.1463543833841672
OSD-245	GC	9	905	905	60	4	0.06629834254143646	0.009720007892487408	-0.09391130852651065	1.1950457413495914	1.4615900142768679	1.5813239644970414	0.0011312299902602385	Clpx,Clock,Zfp652,Spcs1,Nhlrc2,Pdcd6,Tomm22,Ubqln1,Fgd6,Aox1	0.003959304965910834
OSD-245	GC	0	3166	1558	21	7	0.013478818998716302	-0.011488564168433107	0.34347820301492	0.9554614242160305	0.2856190602772394	0.272877274648029	0.9999999999997713	Lefty1,Slc34a2,Gm15401,Gm2061,Mab21l2,BC049762,1700042O10Rik,Piwil2,Dusp8,Ltb4r2	1.0
OSD-245	GC	11	459	459	17	6	0.037037037037037035	-0.048937648089352116	0.5772025754970992	1.0612307478198946	0.2708777239736586	0.825318166460187	0.8097519349392092	Dhrs9,Lrfn3,Elovl3,Spon2,Grhl1,Tnfsf13b,Kcnc3,Syt12,Adcy1,Rasl2-9	1.0
OSD-245	GC	12	329	329	5	0	0.015197568389057751	0.009375932356558809	-0.45161458604037785	0.965224613496488	2.600591304967549	0.3280486721733724	0.9991005711160196	Mup14,Akr1c19,Sumo1,Ncor1,Sptssa	1.0
OSD-245	GC	1	2892	1725	1	0	0.0005797101449275362	0.1746628910482941	0.654195632331899	0.8018167565597045	0.2917230755763525	0.01109805522639236	1.0	C030037D09Rik	1.0
OSD-245	GC	10	597	597	1	0	0.0016750418760469012	0.12922928293764885	0.735648594361114	0.7192303057494959	0.3065765833544731	0.03481003542932857	0.9999999999989608	Zg16	1.0
OSD-245	GC	14	57	57	0	0	0.0	0.10908579690958811		0.6224675396643846	0.46548910398620885	0.0	1.0		1.0
OSD-245	GC	4	2291	1	0	0	0.0	5.03011357015444		2.19112616249145	0.2926578842188271	0.0	1.0		1.0
OSD-463	FLT	1	3043	3043	669	43	0.21984883338810385	0.01191220238941732	0.0731231238796409	1.763956896272082	0.3208709316972879	1.4241084310166028	2.3708303700678186e-12	Rogdi,Cntnap1,Cirbp,Cyp4a31,Inca1,Get4,Bcap29,Scara5,Elac1,Iqsec2	1.778122777550864e-11
OSD-463	FLT	0	9755	4572	397	215	0.086832895888014	-0.08175690657459937	-0.0610387235712851	1.1244237176363625	0.07691474117160596	0.34965190555170544	1.0	D7Ertd443e,Olfr827,Hhipl2,Ciita,Gm15348,2700046G09Rik,Itgax,Arv1,Sult3a1,Serpina3j	1.0
OSD-463	FLT	3	1837	1837	388	61	0.21121393576483397	-0.0035180921098725746	0.03379920943418472	1.7124064560790757	0.10852993628687306	1.295960170256183	1.9969763298499722e-05	Smyd4,Flvcr2,Kdf1,Trim80,1810010H24Rik,Ppp3cc,E330011O21Rik,A530088E08Rik,Srrm4os,Mettl15	9.984881649249861e-05
OSD-463	FLT	2	1921	1921	365	30	0.19000520562207185	-0.017100261281519702	-0.012981932488948427	1.6504309101916164	0.6914957731033167	1.1134078347370122	0.04651488624841979	Saa2,Cyp4a32,Saa1,Car14,Hectd2os,Aldh16a1,St6gal1,Abcd1,1810008I18Rik,Acot3	0.09967475624661383
OSD-463	FLT	4	1633	1633	330	28	0.20208205756276792	0.019308826503465493	0.08243145723584834	1.660289779964938	1.2963999838921343	1.211367584751927	0.0021792115133072746	Arsg,Rbm3,Atf5,Slco1a4,Abca8a,Slc17a2,Tmem120a,Glrx,Hs3st3b1,Steap4	0.006537634539921825
OSD-463	FLT	6	806	806	240	35	0.2977667493796526	0.0419807107960445	0.12722193473066343	2.0400325135676174	7.181586285658316	2.080904960763618	1.951272938398076e-18	Cyp4a14,Cyp8b1,Apoa4,Aco2,Cdo1,Mat1a,Saa4,Phb2,Abcb11,Gpt	2.926909407597114e-17
OSD-463	FLT	5	998	998	222	25	0.22244488977955912	0.01994792266219363	0.11657292299966203	1.8088381672607794	0.16048440462836241	1.3695535692034193	6.268392779801692e-05	AI463170,Treh,Bcl6,Cyp2c39,Serpinh1,Dpy19l3,Oxld1,Taf1b,Cpt1b,H2-Eb1	0.00023506472924256344
OSD-463	FLT	7	395	395	62	16	0.1569620253164557	0.0325004837511504	0.25936818507337933	1.546117544416368	0.07455597165746529	0.8685634915763606	0.8592622866957726	Tg,Nme4,Gm10433,Gask1a,Porcn,Stamos,Zfp937,Ssc4d,Spon1,Xrcc2	1.0
OSD-463	FLT	10	94	94	20	13	0.2127659574468085	0.12919093047625468	0.411201580317427	1.401586805527941	0.071515355374497	1.2671688081524146	0.20806059230495857	Gm10804,Osbp2,Slc4a1,Rnf186,Ccl2,Hsf2bp,Sema3g,Wfdc12,Nol3,Igsf10	0.32168942614141055
OSD-463	FLT	15	4	4	3	1	0.75	0.2775516089546157	0.472477017031442	4.330322498233148	36.73537255980139	14.058126619770455	0.01891963201754597	Bhmt,Aldob,Fabp1	0.047299080043864926
OSD-463	FLT	14	5	5	2	2	0.4	-0.9615253444384495	-2.228236551757385	2.0846101707667937	0.06802924203208538	3.1223784850727854	0.21445961742760702	Hcar2,2010106E10Rik	0.32168942614141055
OSD-463	FLT	13	7	7	2	1	0.2857142857142857	-0.5519066945245952	-1.1092446711880384	1.5393858704942738	43.77653150481792	1.8731310140636566	0.3565017147938728	Serpina1e,Mup20	0.4861387019916448
OSD-463	FLT	8	327	35	2	1	0.05714285714285714	-0.09620860646517732	-1.5856287454164695	1.254028304329923	0.09667341890508342	0.28317968732476506	0.9903890948124499	Ces2b,Cxcl14	1.0
OSD-463	FLT	9	107	1	1	1	1.0	-4.04703582300985	-4.04703582300985	3.19103031648865	0.07622476259184614		0.1760187475589116	Mrgpra2b	0.32168942614141055
OSD-463	FLT	12	11	11	1	0	0.09090909090909091	0.06481763296573885	0.66149372799627	0.9773694009486085	16.661729304560836	0.4679245283018868	0.8812158994338004	Scd1	1.0
OSD-463	GC	2	2794	2794	582	26	0.20830350751610593	0.01508586910302705	0.10731107614303852	1.731645118872029	0.14231254026043774	1.2952169044522808	6.287134046360303e-07	Rogdi,Cyp4a32,Inca1,Get4,Bcap29,Elac1,Acot3,Iqsec2,Col13a1,Taf1b	2.724424753422798e-06
OSD-463	GC	4	2087	2087	510	72	0.24436990896023	-0.06187539486728353	-0.17739193297406455	1.809373401568128	3.9525051101230497	1.6333558578217298	1.1560401895201183e-17	Cyp8b1,Saa2,Saa1,Abca8a,Apoa4,Slc17a2,Bhmt,Aco2,Hectd2os,St6gal1	1.5028522463761536e-16
OSD-463	GC	3	2268	2268	442	21	0.1948853615520282	-0.018297045787787403	-0.012351988515883849	1.6724288989551948	0.4183896787462177	1.1591444146491925	0.006167497983051748	Arsg,Aldh16a1,Glrx,Serpinh1,Agtr1a,Ktn1,Adgrf1,Ccnd1,Klhl5,Igsf11	0.01603549475593454
OSD-463	GC	5	1861	1860	272	99	0.14623655913978495	-0.05229441133593221	0.099254858295077	1.4234978987371651	0.07425830825775401	0.7796549781254143	0.9998925266616059	Treh,D7Ertd443e,Flvcr2,Kdf1,Trim80,1810010H24Rik,E330011O21Rik,Srrm4os,Cyp2c39,Cpt1b	1.0
OSD-463	GC	7	1353	1353	256	28	0.18920916481892092	-0.0320620759639499	-0.06326821457575312	1.657563586843174	0.7961913298528275	1.1020906691452028	0.09810410271564719	Cyp4a14,Rbm3,Atf5,Bcl6,Tmem120a,Scara5,Hspb1,Paox,H2-Aa,Lsm6	0.18219333361477336
OSD-463	GC	8	1222	1222	234	36	0.19148936170212766	0.015730027652445668	0.18332864585769046	1.6459306469046073	0.07779792033310216	1.119007031749414	0.07582221893775842	AI463170,Cntnap1,Cirbp,Cyp4a31,Smyd4,Ppp3cc,A530088E08Rik,Ciita,Mettl15,Oxld1	0.16428147436514326
OSD-463	GC	9	781	781	207	38	0.26504481434058896	0.0006729062440477102	-0.022443449016734677	1.8763146132330561	0.31704131598487895	1.745221792283144	1.2409726595452e-10	Slco1a4,Car14,Abcd1,Dpy19l3,Aqp4,Htatip2,H2-Eb1,Slc22a28,Pogk,Tstd3	8.0663222870438e-10
OSD-463	GC	0	3787	2963	185	137	0.062436719541005735	-0.02795923215932647	0.38846006143647976	1.0009507254986465	0.07967095847122671	0.2611970478645948	1.0	Tg,Olfr827,Hhipl2,Serpina3j,9930014A18Rik,Trpm5,A1bg,Cdk3,Ppil6,Gm10804	1.0
OSD-463	GC	6	1655	26	14	14	0.5384615384615384	1.9653198656746822	2.7274013373484465	2.7790159422846648	0.08541260711412339	5.484634448574969	3.052340418548692e-05	Sult3a1,Atp13a5,Krt79,Scg2,Cyp3a57,Shox2,Patl2,A530016L24Rik,Sdcbp2,Fbxw15	9.920106360283249e-05
OSD-463	GC	1	3129	1	1	1	1.0	4.29263802312066	4.29263802312066	3.13458722189039	0.08255765539243164		0.1760187475589116	Kel	0.28603046478323135
OSD-463	GC	12	3	3	1	0	0.3333333333333333	-0.850757181780859	-0.752670646259927	1.9132815753661034	40.64550587257515	2.34110247872734	0.4405853030599569	Mup20	0.6364009933088267
OSD-463	GC	13	2	2	0	0	0.0	-0.24506208302133703		0.561317260692715	41.720796427531724	0.0	1.0		1.0
OSD-463	GC	14	2	2	0	0	0.0	-0.4922116897337775		0.8392857784375415	0.3847039745296993	0.0	1.0		1.0
OSD-168	FLT	2	2752	2752	3	1	0.0010901162790697674	-0.023535469714659932	0.4039498342735624	0.9600977233157689	0.30228239772525073	4.941433248453984	0.06396564576334772	Slc10a2,Slc23a2,Mx2	0.9594846864502158
OSD-168	FLT	4	2312	2312	1	1	0.00043252595155709344	-0.07061581750172125	-1.01981768068958	1.0178067235473929	0.9493901900765881	1.2135006490696667	0.5997141731837201	Gm4952	1.0
OSD-168	FLT	6	1791	1244	1	1	0.0008038585209003215	0.4313217307025165	-1.79225264879801	0.9467685362280471	0.1605786019221941	2.427996781979083	0.37825399685015987	Apol7c	1.0
OSD-168	FLT	7	850	850	1	0	0.001176470588235294	-0.10825617360888246	0.742106738066321	1.126099701997335	3.7677341232721333	3.647585394581861	0.2742859069049632	Ppp1r3b	1.0
OSD-168	FLT	0	3439	3428	0	0	0.0	0.5199891607421064		1.3317879240660553	0.14720456882403415	0.0	1.0		1.0
OSD-168	FLT	3	2683	2683	0	0	0.0	0.2254699066269839		1.1427922670237805	0.1287805329432193	0.0	1.0		1.0
OSD-168	FLT	5	2220	2220	0	0	0.0	0.04223176327354557		1.011899568148856	0.11795872623104388	0.0	1.0		1.0
OSD-168	FLT	8	723	723	0	0	0.0	0.06720064437442673		0.9308633106120706	0.21073753778430948	0.0	1.0		1.0
OSD-168	FLT	10	310	34	0	0	0.0	0.030822181931205308		0.40650199085977873	0.16381679093638818	0.0	1.0		1.0
OSD-168	FLT	9	430	31	0	0	0.0	-0.17568422208309598		0.5379777846323405	0.1662707463590615	0.0	1.0		1.0
OSD-168	FLT	13	17	17	0	0	0.0	-0.2856991471645803		0.6833025251065877	0.20454887460044485	0.0	1.0		1.0
OSD-168	FLT	14	16	16	0	0	0.0	0.020990740255794803		0.45275322884664865	0.3025825472548383	0.0	1.0		1.0
OSD-168	FLT	1	3127	15	0	0	0.0	-0.19599177055306352		0.5752434787681018	0.16382217958964537	0.0	1.0		1.0
OSD-168	FLT	11	270	12	0	0	0.0	-0.4253964790586378		0.4383975548268249	0.16465195340541183	0.0	1.0		1.0
OSD-168	FLT	15	2	2	0	0	0.0	-0.6776760016631374		0.7856478512699648	0.6882786875720759	0.0	1.0		1.0
OSD-168	GC	3	2244	2244	2	1	0.00089126559714795	0.04521294128898545	0.936574706613377	0.9663110883308699	0.13196781082561843	3.142506690454951	0.19416186759795726	Slc10a2,Mx2	1.0
OSD-168	GC	5	1841	1841	2	1	0.0010863661053775121	-0.09370896935924497	-0.8405587955478235	1.0513215022806026	0.9666551669641024	3.9407286568787385	0.1400153666959734	Gm4952,Slc23a2	1.0
OSD-168	GC	0	3641	3641	1	1	0.00027464982147761604	0.46387103487497033	-1.79225264879801	1.3334776343178225	0.14208818436160933	0.6974175824175824	0.7797353786041787	Apol7c	1.0
OSD-168	GC	8	989	989	1	0	0.0010111223458038423	-0.14856099487310911	0.742106738066321	1.15639940530391	3.294676943080626	3.1062753036437245	0.31250151127007747	Ppp1r3b	1.0
OSD-168	GC	4	2194	2194	0	0	0.0	-0.04199532378783202		0.9214770052641906	0.41468040920235266	0.0	1.0		1.0
OSD-168	GC	6	1611	1611	0	0	0.0	0.15989111345845278		1.0572290328007072	0.13323577743093887	0.0	1.0		1.0
OSD-168	GC	1	3023	1575	0	0	0.0	0.6802979566037971		1.2055616559206248	0.1575727503617511	0.0	1.0		1.0
OSD-168	GC	7	1215	1215	0	0	0.0	-0.020223307113992357		0.8742382420608807	0.22710052735073158	0.0	1.0		1.0
OSD-168	GC	9	696	696	0	0	0.0	-0.015817618786503326		0.9327015068761374	0.15099987765664538	0.0	1.0		1.0
OSD-168	GC	12	218	218	0	0	0.0	0.2517728731507741		1.0475380746723593	0.13699881209381307	0.0	1.0		1.0
OSD-168	GC	13	111	111	0	0	0.0	-0.009780121552463966		0.6440532207351848	0.2702701978861119	0.0	1.0		1.0
OSD-168	GC	14	3	3	0	0	0.0	-0.27705669419461		2.0163860987191233	17.739550631549108	0.0	1.0		1.0
OSD-168	GC	10	418	1	0	0	0.0	2.72030018735684		2.35979355892123	0.1619532304686057	0.0	1.0		1.0
OSD-48	FLT	1	3430	3392	16	9	0.0047169811320754715	0.02577039587435896	-0.7401815453370175	0.8148965365721457	0.21643638271774707	0.7348125807841448	0.8942134545561466	Per3,Ripk2,Dbp,Meg3,Prom1,Usp2,Tmtc2,Carmil1,Syne3,Mfsd13a	1.0
OSD-48	FLT	9	942	941	12	6	0.012752391073326248	0.003408543062022325	0.6699170321163455	0.8527797848191777	0.5706955058253042	2.3398431493157004	0.009933293556730468	Ddit4,Cdkn1a,Slco1a1,Stbd1,Rarres1,Isg15,Epha1,Parp16,1810013L24Rik,Dpy19l1	0.13906610979422657
OSD-48	FLT	5	1176	1175	10	6	0.00851063829787234	-0.01661041925398707	-0.8000854321652959	0.8457895566456488	1.091436940091472	1.4835479256080115	0.16347007730007826	Slc45a3,Acot3,Sgk2,Tef,Tns2,Txnip,Mrap,Gstt2,Nr1d2,Azin1	0.7498698132886582
OSD-48	FLT	7	1043	1043	8	3	0.007670182166826462	0.0024367209158332134	-0.04809722981027263	0.9170865114241228	1.9382928554900287	1.3133829481655568	0.28586270441458006	Acot4,Dio1,Sult3a1,Gys2,Slc16a7,Bhlhe40,Ces1e,Chka	0.7498698132886582
OSD-48	FLT	8	963	963	8	0	0.008307372793354102	-0.0013754501307971434	0.056407112918382116	0.8318916761414729	0.39711248850313197	1.432460732984293	0.21810413164783793	Plekha8,Frmd8,Ablim3,Nhlrc2,Dhx58,Slc16a5,Cela1,Rnf152	0.7498698132886582
