term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-6805567_KERATINIZATION	red_conflict_or_artifact	conflict/artifact	FLT_up	Direct post-flight skin studies report barrier disruption and decreased key keratin/cornification markers.	FLT_up conflicts with prior direction.	high	A strong keratinization increase is opposite to reported loss of FLG and related barrier/keratin signatures.	Cope2024;Park2024	1.368942748815141	0.0241553910023693	1.368942748815141	1.4373883424051928	1.220864622405193	0.0382411331242736	prior_literature_match	prior literature match
R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight is associated with gene-regulatory and DNA-damage responses, but chromatin-enzyme direction is not skin-specific.	FLT_up is plausible but indirect.	medium	Chromatin modifiers can mediate DNA repair, stress memory, and transcriptional adaptation in flight-exposed tissue.	Cope2024;Afshinnekoo2020	0.7645169630548412	0.0299833636908926	0.7645169630548412	0.859302858088982	0.6630485382809012	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-15869_METABOLISM_OF_NUCLEOTIDES	green_prior_aligned	prior literature aligned	FLT_up	DNA repair and proliferative programs reported in post-flight skin require nucleotide synthesis and turnover.	FLT_up aligns with repair/cell-cycle demand.	medium	Nucleotide metabolism fits DNA repair, replication, and stress-response needs in flight-exposed skin.	Cope2024;Park2024	0.4545104391366057	0.0113247468399479	0.4545104391366057	0.4950860159226908	0.3722448178024553	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-397014_MUSCLE_CONTRACTION	green_prior_aligned	prior literature aligned	FLT_up	ISS mouse skin directly showed strong cutaneous muscle transcriptome effects.	FLT_up aligns with cutaneous muscle remodeling.	high	Muscle contraction pathways are close to the reported panniculus carnosus and cutaneous muscle changes.	Neutelings2015	0.3367220038371479	0.0813352128505459	0.3367220038371479	0.5568278872920254	0.3388753469586921	0.0382411331242736	likely_artifact	likely artifact/junk
R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	red_conflict_or_artifact	conflict/artifact	FLT_up	Reported skin-spaceflight pathways do not support a visual phototransduction program.	FLT_up is likely off-context.	high	The term is eye/retina-centered and is not a credible skin HVG pathway despite possible low-level cutaneous opsin biology.	Cope2024;Radstake2022	0.4593319282447186	0.011602263126409	0.4593319282447186	0.5022197633784954	0.3253856787875864	0.0382411331242736	likely_artifact	likely artifact/junk
R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Skin has neuroendocrine stress signaling, but peptide hormone metabolism direction in flight skin is indirect.	FLT_up is plausible but weakly supported.	medium	Peptide hormone metabolism could reflect local stress-hormone or repair signaling in the skin.	Radstake2022;Cope2024	0.35515472594419	0.0293397851215855	0.35515472594419	0.4404988157165603	0.3060397674559543	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1640170_CELL_CYCLE	green_prior_aligned	prior literature aligned	FLT_up	Skin-spaceflight studies support DNA damage, regenerative stress, and hair-cycle remodeling.	FLT_up aligns with repair-associated cycling.	medium	Cell-cycle activation is compatible with epidermal renewal and anagen-associated follicle activity.	Cope2024;Neutelings2015	0.3995991646355634	0.0113247468399479	0.3995991646355634	0.4285376314893407	0.2976118738024719	0.0382411331242736	prior_literature_match	prior literature match
R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight skin studies directly implicate DNA damage and repair; senescence is a close downstream outcome.	FLT_up aligns with damage-induced senescence.	high	Telomere and DNA-damage-induced senescence fits radiation/oxidative stress in flight-exposed skin.	Cope2024;Park2024;Radstake2022	0.2885513409157219	0.243121622031865	0.2885513409157219	0.4836836784586921	0.2967809406650893	0.0382411331242736	prior_literature_match	prior literature match
R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	green_prior_aligned	prior literature aligned	FLT_up	The ISS mouse skin study directly reported altered cutaneous striated muscle transcript programs.	FLT_up aligns strongly with prior direction.	high	Striated muscle contraction matches the panniculus carnosus-related signal reported in mouse skin after flight.	Neutelings2015	0.266651955176056	0.2098208540788435	0.266651955176056	0.5391847912555375	0.2967009345888708	0.0382411331242736	likely_artifact	likely artifact/junk
R-MMU-4839726_CHROMATIN_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	DNA damage and gene-regulatory adaptation support chromatin reorganization, but direction is indirect.	FLT_up is plausible but indirect.	medium	Chromatin organization can accompany DNA repair and transcriptional remodeling in flight-exposed skin.	Cope2024;Afshinnekoo2020	0.3496175372010563	0.0467647216479719	0.3496175372010563	0.3872059943619217	0.2879150712740431	0.0382411331242736	plausible_complementary	plausible/complementary
