term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight is associated with gene-regulatory and DNA-damage responses, but chromatin-enzyme direction is not skin-specific.	FLT_up is plausible but indirect.	medium	Chromatin modifiers can mediate DNA repair, stress memory, and transcriptional adaptation in flight-exposed tissue.	Cope2024;Afshinnekoo2020	0.7645169630548412	0.0299833636908926	0.7645169630548412	0.859302858088982	0.6630485382809012	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Skin has neuroendocrine stress signaling, but peptide hormone metabolism direction in flight skin is indirect.	FLT_up is plausible but weakly supported.	medium	Peptide hormone metabolism could reflect local stress-hormone or repair signaling in the skin.	Radstake2022;Cope2024	0.35515472594419	0.0293397851215855	0.35515472594419	0.4404988157165603	0.3060397674559543	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-4839726_CHROMATIN_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	DNA damage and gene-regulatory adaptation support chromatin reorganization, but direction is indirect.	FLT_up is plausible but indirect.	medium	Chromatin organization can accompany DNA repair and transcriptional remodeling in flight-exposed skin.	Cope2024;Afshinnekoo2020	0.3496175372010563	0.0467647216479719	0.3496175372010563	0.3872059943619217	0.2879150712740431	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-446203_ASPARAGINE_N_LINKED_GLYCOSYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	N-linked glycosylation is relevant to secreted and membrane proteins, but direct skin-spaceflight direction is weak.	FLT_up is plausible but indirect.	low	Increased N-glycosylation could accompany receptor, ECM, and barrier protein processing under stress.	Park2024;Radstake2022	0.2905779582923415	0.0304665242532112	0.2905779582923415	0.3790903265062688	0.2577938717961678	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-5358351_SIGNALING_BY_HEDGEHOG	blue_plausible_complementary	plausible/complementary	FLT_up	Hedgehog signaling is relevant to hair follicle cycling, but direct flight-skin direction is limited.	FLT_up is plausible but indirect.	medium	Hair-cycle dysregulation after ISS flight makes Hedgehog activity biologically plausible.	Neutelings2015;Radstake2022	0.2295486489827465	0.0427856935661569	0.2295486489827465	0.297433428942021	0.2357627724753543	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-9012999_RHO_GTPASE_CYCLE	blue_plausible_complementary	plausible/complementary	FLT_up	Cytoskeletal remodeling is plausible in microgravity and wound repair, but the RHO cycle direction is indirect.	FLT_up is plausible but indirect.	medium	RHO GTPase cycling can mediate cell shape, adhesion, and migration changes in stressed skin.	Riwaldt2021;Radstake2022	0.2744847327119719	0.0113247468399479	0.2744847327119719	0.3040420286113902	0.2222503375315922	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-8957322_METABOLISM_OF_STEROIDS	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight stress and cortisol affect skin, but steroid metabolism direction in tissue is indirect.	FLT_up is plausible but indirect.	medium	Steroid metabolism can shape local stress, inflammation, and barrier responses in skin.	Radstake2022	0.2729727663063384	0.0336621946459662	0.2729727663063384	0.2916541002832268	0.22042618261656	0.0382411331242736	prior_literature_match	prior literature match
R-MMU-70326_GLUCOSE_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	STS-135 skin metabolomics reported carbohydrate metabolism changes, but not a clear glucose-pathway direction.	FLT_up is plausible but indirect.	medium	Glucose metabolism can support repair, proliferation, and redox demands in stressed skin.	Mao2014;Cope2024	0.2593844398892606	0.0510806755004876	0.2593844398892606	0.3528644921424064	0.2201759448696792	0.0382411331242736	prior_literature_match	prior literature match
R-MMU-112316_NEURONAL_SYSTEM	blue_plausible_complementary	plausible/complementary	FLT_up	Skin contains sensory nerves and neuroimmune circuits, but broad neuronal-system up-regulation is indirect.	FLT_up is plausible but weakly supported.	low	The signal may reflect cutaneous innervation or sensory stress rather than a direct spaceflight skin pathway.	Radstake2022	0.1851120160739432	0.0315120169943231	0.1851120160739432	0.2619581823015238	0.2147484656348572	0.0382411331242736	likely_artifact	likely artifact/junk
R-MMU-195258_RHO_GTPASE_EFFECTORS	blue_plausible_complementary	plausible/complementary	FLT_up	Microgravity and post-flight skin data support cytoskeletal and motility remodeling, but not this RHO effector set directly.	FLT_up is plausible but indirect.	medium	RHO effectors fit keratinocyte migration, immune-cell movement, and mechanotransduction during disturbed repair.	Park2024;Riwaldt2021;Radstake2022	0.3095414348926054	0.0084605958584422	0.3095414348926054	0.306775628718678	0.2143979609577353	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-2672351_STIMULI_SENSING_CHANNELS	blue_plausible_complementary	plausible/complementary	FLT_up	Skin sensory irritation is a known spaceflight concern, but stimuli-sensing channel direction is indirect.	FLT_up is plausible but weakly supported.	low	Stimuli-sensing channels could reflect itch, pain, or environmental stress sensing in cutaneous nerves and keratinocytes.	Radstake2022;Cope2024	0.281825952118662	0.0385130639019123	0.281825952118662	0.363132469058484	0.208759672688787	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	blue_plausible_complementary	plausible/complementary	FLT_up	Skin-spaceflight work implicates neuroendocrine and receptor signaling, but broad GPCR downstream direction is not directly resolved.	FLT_up is plausible but indirect.	medium	GPCR signaling can mediate inflammatory, vascular, sensory, and stress-hormone responses in skin.	Radstake2022;Park2024	0.2734284158961269	0.0084605958584422	0.2734284158961269	0.2542878495089049	0.2034714395089049	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-428157_SPHINGOLIPID_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Barrier disruption makes sphingolipid remodeling biologically plausible, but direct spaceflight direction is weak.	FLT_up is plausible but indirect.	medium	Sphingolipids are core barrier lipids and inflammatory mediators in epidermal stress.	Park2024;Radstake2022	0.2847266149649647	0.0165049617612943	0.2847266149649647	0.3149085370375377	0.1943057259062245	0.0382411331242736	prior_literature_match	prior literature match
R-MMU-3928665_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	blue_plausible_complementary	plausible/complementary	FLT_up	Eph/ephrin signaling can guide epithelial and nerve remodeling, but direct spaceflight skin direction is weak.	FLT_up is plausible but indirect.	low	Cell repulsion and guidance could contribute to wound repair or innervation changes, without direct pathway evidence.	Riwaldt2021;Radstake2022	0.2229021230028169	0.0264958444655741	0.2229021230028169	0.2738284443761837	0.1870573580531534	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_up	Interferon and T-cell signals support antigen presentation, but direct class I MHC direction in skin is mixed.	FLT_up is plausible but not firmly aligned.	medium	Class I antigen processing could rise with IFN activity, although specific HLA/skin-layer findings are not uniformly up.	Park2024;Akiyama2020	0.2029580761566896	0.0582586558629689	0.2029580761566896	0.2918943083849902	0.1868713296072125	0.0382411331242736	prior_literature_match	prior literature match
R-MMU-196854_METABOLISM_OF_VITAMINS_AND_COFACTORS	blue_plausible_complementary	plausible/complementary	FLT_up	Astronaut biomarkers and skin reviews implicate vitamin D/cofactor shifts, but pathway direction in skin is indirect.	FLT_up is plausible but not directly established.	medium	Vitamin and cofactor metabolism can modulate barrier, redox, and immune responses in stressed skin.	Cope2024;Radstake2022	0.2077488449912729	0.0088010188437846	0.2077488449912729	0.2151783427791781	0.1714787907458448	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-1632852_MACROAUTOPHAGY	blue_plausible_complementary	plausible/complementary	FLT_up	Spaceflight stress literature implicates proteostasis and autophagy, but skin-specific direction is weak.	FLT_up is plausible but indirect.	medium	Macroautophagy could complement oxidative stress, mitochondrial damage, and cell survival remodeling.	Cope2024;Afshinnekoo2020	0.1964331914505281	0.0113247468399479	0.1964331914505281	0.2097919542098971	0.1555100894402002	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1500931_CELL_CELL_COMMUNICATION	blue_plausible_complementary	plausible/complementary	FLT_up	Post-flight skin shows epithelial, immune, and fibroblast interactions, but this broad communication pathway lacks direct direction.	FLT_up is plausible but indirect.	medium	Cell-cell communication can capture keratinocyte-immune-fibroblast crosstalk during inflammation and repair.	Park2024;Piipponen2020	0.1766570805583979	0.0155319984565339	0.1766570805583979	0.193367904407363	0.1501378992073631	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-112314_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	blue_plausible_complementary	plausible/complementary	FLT_up	Skin innervation and neuroimmune signaling are relevant to irritation, but postsynaptic receptor direction is indirect.	FLT_up is plausible but weakly supported.	low	Neurotransmitter receptor changes could reflect sensory or neuroendocrine remodeling in skin.	Radstake2022	0.1868294160511445	0.0299833636908926	0.1868294160511445	0.208343250723526	0.1500397660194856	0.0382411331242736	likely_artifact	likely artifact/junk
R-MMU-5362517_SIGNALING_BY_RETINOIC_ACID	blue_plausible_complementary	plausible/complementary	FLT_up	Retinoid signaling is central to epidermal differentiation, but spaceflight skin literature gives little direct direction evidence.	FLT_up is plausible but indirect.	low	Retinoic acid signaling could complement barrier repair and differentiation responses, without direct support for up-regulation.	Radstake2022;Piipponen2020	0.1786153280100704	0.0088010188437846	0.1786153280100704	0.1816395548400274	0.1414182585538322	0.0382411331242736	plausible_complementary	plausible/complementary
R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	blue_plausible_complementary	plausible/complementary	FLT_up	Suppression of PI3K/AKT can accompany stress and impaired repair, but direct skin-spaceflight evidence is limited.	FLT_up is plausible but indirect.	low	Negative PI3K/AKT regulation could fit delayed regeneration or stress signaling, yet pathway direction is not documented.	Park2024;Riwaldt2021	0.177598996130986	0.0174333269150584	0.177598996130986	0.2261615772851496	0.1401164083760588	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5578775_ION_HOMEOSTASIS	blue_plausible_complementary	plausible/complementary	FLT_up	Ion homeostasis is relevant to skin barrier and stress physiology, but direction is indirect.	FLT_up is plausible but weakly supported.	low	Ion homeostasis could reflect calcium and electrolyte changes during barrier repair or irritation.	Radstake2022	0.1551169037852111	0.0916845228599713	0.1551169037852111	0.2364446393864079	0.1383009090833775	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-195721_SIGNALING_BY_WNT	blue_plausible_complementary	plausible/complementary	FLT_up	Wnt signaling is central to hair follicle cycling and epidermal repair, but flight direction is not directly resolved.	FLT_up is plausible but indirect.	medium	Spaceflight hair-cycle changes make Wnt activation plausible as a complementary repair/development signal.	Neutelings2015;Piipponen2020	0.1512815782448944	0.0472730860062074	0.1512815782448944	0.1722109732112704	0.1351016807446037	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1971475_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	blue_plausible_complementary	plausible/complementary	FLT_up	GAG linkage biosynthesis fits skin ECM biology, but direct flight direction is not established.	FLT_up is plausible but indirect.	medium	Protein-GAG linkage synthesis could accompany matrix repair and proteoglycan turnover.	Pfisterer2021;Mao2014	0.0902842374471831	0.2480741847786975	0.0902842374471831	0.1563276715855927	0.1340115452522595	0.0382411331242736	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2990846_SUMOYLATION	blue_plausible_complementary	plausible/complementary	FLT_up	SUMOylation is tied to DNA damage and stress responses, but skin-spaceflight direction is not directly reported.	FLT_up is plausible but indirect.	medium	Increased SUMOylation could support chromatin, DNA repair, and proteostasis under radiation/oxidative stress.	Cope2024;Afshinnekoo2020	0.1652909317054578	0.0093663514080735	0.1652909317054578	0.1615496444782163	0.1271724093671052	0.0382411331242736	plausible_complementary	plausible/complementary
